,MLP,CNN,RNN,EW
totalReturn,2.1989246803725444,2.323236438491962,6.826262312481075,4.433792606691338
annualReturn,0.10640312199698987,0.11007711995128155,0.19591519129073642,0.15856927011286182
sharpeRatio,0.46037456858981707,0.4821055058014501,1.0010857970379834,1.2141751583438634
volatility,0.6775238608507491,0.541609367143199,0.2052120151524583,0.12972041447058438
maxDrawdown,-0.7518046044196922,-0.6444494717889546,-0.45677822653391076,-0.19663392621389497
