,date,monthly_return
0,2023-07-31,0.0
1,2023-08-31,-0.013858352592634163
2,2023-09-30,-0.05611501990117096
3,2023-10-31,-0.03209584753517714
4,2023-11-30,0.06719795992561976
5,2023-12-31,0.04903469703596218
