,MLP,EW,MVO
totalReturn,851.1760548396426,5.001190173646243,3.2527786559359297
annualReturn,0.6804489854789508,0.1477952273545391,0.1177880042305548
sharpeRatio,4.100795838091559,1.120469102538539,1.5980242723014064
volatility,0.13101730734686232,0.13711214252837475,0.0715831759058521
maxDrawdown,-0.055039092886400076,-0.19865865274401284,-0.05654772846619538
