,MLP,EW,MVO
2018-06-30,0.06763426336404824,0.007003395251303511,0.012660634000232616
2018-07-31,0.10591351843203864,0.051425525092199297,0.019083034008775944
2018-08-31,0.06748753981490926,0.01770632627647579,0.02230019576090518
2018-09-30,0.02583723026963689,0.009985611093548858,0.006371314683384665
2018-10-31,0.013172145562354012,-0.05352768063913192,-0.007165142882014991
2018-11-30,0.05604281040197212,0.05035710193856916,0.02161190114657148
2018-12-31,-0.012985883685402202,-0.07616903502620903,-0.035007306750081554
2019-01-31,0.09327573208178126,0.06054610231777154,0.028842080924467925
2019-02-28,0.010463579213140681,0.04713005654691869,0.03544367130938856
2019-03-31,0.08252230606220058,0.02483272698346947,0.04324973013756202
2019-04-30,0.052225118901784454,0.022405872941524237,0.009438086555875408
2019-05-31,-0.004132792712264009,-0.05331033437218766,0.014272687688361799
2019-06-30,0.09196308862751239,0.06892651570003937,0.03414486701252509
2019-07-31,0.09809751564313407,0.012894199360888717,0.014981605493327122
2019-08-31,0.05968600257858237,-0.0007991585472057536,0.029542351097224695
2019-09-30,0.06227517316589668,0.030370522949485137,0.019006180030742063
2019-10-31,0.09485230424092599,0.0034121108271975534,0.010448589563245708
2019-11-30,0.05198998983314037,0.022485420626587472,0.01450960676851644
2019-12-31,0.12345697846056461,0.01843033980054908,0.014319916570951228
2020-01-31,0.09912367181233768,-0.004312169500255036,0.018648768886559818
2020-02-29,0.01955639051176713,-0.08351630590448345,-0.044124233753462014
2020-03-31,0.07777441900267434,-0.12184817091926804,0.0037631282875316523
2020-04-30,0.035225340575951745,0.11084601129534727,0.02764913608273848
2020-05-31,-0.0010909907060960371,0.06376846923932752,0.05297489284798761
2020-06-30,0.06558682510509202,0.0069901815841481195,-0.002853361763578471
2020-07-31,0.055728987010582785,0.06363412916676746,0.054150359145469326
2020-08-31,0.059289374161088086,0.03848656514801951,0.02295470912477312
2020-09-30,0.048064128340227115,-0.01438916296176372,-0.01767596188265923
2020-10-31,0.05939867413240091,-0.022334628698529847,0.00503144215689167
2020-11-30,0.10531685464553835,0.1056436875975219,0.0342097146897247
2020-12-31,0.08788319582402296,0.01421149260393347,0.006749135028446371
2021-01-31,0.10263028980269545,-0.023764426674247326,0.004245723624690022
2021-02-28,-0.03350572317400898,0.026317819131885647,-0.011434923970041854
2021-03-31,0.03258646729049368,0.0768223915775634,0.06961436404868844
2021-04-30,0.06407304585495914,0.0459339420744423,0.012385213705145715
2021-05-31,0.05065616818294179,0.0267352050155512,0.01657856544873594
2021-06-30,-0.009757828415476065,-0.009241727032493435,-0.01119253680364719
2021-07-31,0.030158602023157295,0.025954327810329757,0.011547358733536722
2021-08-31,0.05748367604468727,0.016790802428133446,-0.009938680087937506
2021-09-30,-0.0018859055684785529,-0.05262129677151713,-0.03981938889678073
2021-10-31,0.06743636992580804,0.06855444472523195,0.040049603448382196
2021-11-30,-7.861360108553314e-05,-0.009679287600139143,0.0034417175083650982
2021-12-31,0.08157708309745292,0.07658567835209615,0.061306799312922794
2022-01-31,0.020536875613959827,-0.0433877222418419,-0.0037736119886869935
2022-02-28,0.0322384574182095,-0.02946581309822162,-0.0037429235564009514
2022-03-31,0.07527474363525098,0.04065658466912131,0.052281833993849176
2022-04-30,0.018224888526028975,-0.03116878614652653,-0.008165518104824729
2022-05-31,0.0012393216484158066,-0.0005382943863518471,0.022710023456213802
2022-06-30,0.023384763206765094,-0.06317616697305416,-0.034828850592275584
2022-07-31,0.09075631605242385,0.07330242911471266,0.026218708855736583
2022-08-31,0.011628887403172682,-0.019199308960236024,0.006768918118900062
2022-09-30,0.012519955235039903,-0.091599882980983,-0.053880756820652964
2022-10-31,0.06494892116810745,0.10130183402095455,0.0705685593995162
2022-11-30,0.029768866488476535,0.06933654403873847,0.03804902590853879
2022-12-31,-0.03477446512212811,-0.039265489767385316,-0.004780058918433612
2023-01-31,0.0044554286295559326,0.037016967161394715,-0.008444745509125051
2023-02-28,-0.0253372478177813,-0.020905518829064093,-0.0371623578103454
2023-03-31,0.0038341842944983723,0.010714268258396739,0.016351084559538778
2023-04-30,0.08741712174991087,0.020856790685170476,0.016439552239625354
2023-05-31,0.002436006053362937,-0.05427880624795485,-0.03628862347897318
2023-06-30,0.06745775830009991,0.08610069571530597,0.04782761495309844
