,MLP,CNN,RNN,EW
totalReturn,3265.3324632397293,477.0201206759989,200.88859377681587,5.001190173646243
annualReturn,0.8634268009217725,0.6073529232466914,0.504237083496448,0.1477952273545391
sharpeRatio,5.088221294473449,7.533878386135344,4.576569797375871,1.120469102538539
volatility,0.12796867032202267,0.06521697981129157,0.09254197299467273,0.13711214252837475
maxDrawdown,-0.046029058664101896,-0.019273833805233398,-0.038708227038715015,-0.19865865274401284
