,date,daily_return
0,2021-12-31,0.0
1,2022-01-31,-0.043965623059883045
2,2022-02-28,-0.029734168893048276
3,2022-03-31,0.04151493385173465
4,2022-04-30,-0.03371664548522737
5,2022-05-31,0.0018675612102395061
6,2022-06-30,-0.06356160256411572
7,2022-07-31,0.07664346274416936
8,2022-08-31,-0.01938815111163106
9,2022-09-30,-0.09252605655053109
10,2022-10-31,0.09896661465777273
11,2022-11-30,0.06898978298054886
12,2022-12-31,-0.041664175742478715
13,2023-01-31,0.04139942582613835
14,2023-02-28,-0.018785761444762666
15,2023-03-31,0.010421373705531674
16,2023-04-30,0.019336648987023416
17,2023-05-31,-0.052462855516338926
18,2023-06-30,0.08776570148630133
19,2023-07-31,0.02213299521190522
20,2023-08-31,-0.019860901769385222
21,2023-09-30,-0.05919233074542469
22,2023-10-31,-0.03538833476166356
23,2023-11-30,0.065808330567843
24,2023-12-31,0.04998925347767983
