Date,ABT,ADM,ADP,AFL,ALB,AOS,APD,ATO,BDX,BEN,BF-B,BRO,CAH,CAT,CB,CHD,CHRW,CINF,CL,CLX,CTAS,CVX,DOV,ECL,ED,EMR,ESS,EXPD,FAST,FRT,GD,GPC,GWW,HRL,IBM,ITW,JNJ,KMB,KO,LOW,MCD,MKC,NDSN,NEE,NUE,O,PEP,PG,PNR,PPG,ROP,SHW,SJM,SPGI,SWK,SYY,TGT,TROW,WMT,WST,XOM
2021-12-31,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082
2022-01-31,0.01582685299217701,0.017962032929062843,0.01582685299217701,0.01582685299217701,0.01763186976313591,0.01582685299217701,0.016993610188364983,0.01739456132054329,0.01582685299217701,0.016735119745135307,0.01653822883963585,0.01582685299217701,0.016949202865362167,0.01582685299217701,0.01594826579093933,0.01582685299217701,0.016580447554588318,0.01582685299217701,0.01582685299217701,0.01632668264210224,0.01582685299217701,0.01582685299217701,0.016582341864705086,0.01620408333837986,0.016433442011475563,0.01582685299217701,0.01676734909415245,0.016910888254642487,0.017514199018478394,0.016528543084859848,0.01633649505674839,0.01825736276805401,0.016689138486981392,0.01582685299217701,0.01582685299217701,0.01582685299217701,0.01582685299217701,0.017768843099474907,0.01582685299217701,0.01582685299217701,0.015883052721619606,0.01604483090341091,0.01582685299217701,0.015834437683224678,0.017136523500084877,0.01701357215642929,0.01631627231836319,0.01582685299217701,0.016425102949142456,0.01582685299217701,0.01627960242331028,0.01582685299217701,0.01582685299217701,0.01782592572271824,0.016379373148083687,0.01582685299217701,0.01582685299217701,0.016477150842547417,0.01715184934437275,0.018854591995477676,0.01582685299217701
2022-02-28,0.015744835138320923,0.017956096678972244,0.015744835138320923,0.015744835138320923,0.01807439513504505,0.015744835138320923,0.0169460941106081,0.017585325986146927,0.015744835138320923,0.0167924202978611,0.016679629683494568,0.015744835138320923,0.01707446575164795,0.015744835138320923,0.015770897269248962,0.015744835138320923,0.016647087410092354,0.015744835138320923,0.015744835138320923,0.016359511762857437,0.015744835138320923,0.015744835138320923,0.016531137749552727,0.01609293557703495,0.016339370980858803,0.015744835138320923,0.016749516129493713,0.01708638295531273,0.01772976480424404,0.016483157873153687,0.016327276825904846,0.018445808440446854,0.016643395647406578,0.015744835138320923,0.015744835138320923,0.015744835138320923,0.015744835138320923,0.017926599830389023,0.015744835138320923,0.015744835138320923,0.015942692756652832,0.016053123399615288,0.015744835138320923,0.015744835138320923,0.017188332974910736,0.017165090888738632,0.016255589202046394,0.015744835138320923,0.016522657126188278,0.015744835138320923,0.01634472981095314,0.015744835138320923,0.015744835138320923,0.01811608299612999,0.016304314136505127,0.015744835138320923,0.015744835138320923,0.016556022688746452,0.017196737229824066,0.019257957115769386,0.015744835138320923
2022-03-31,0.01572258397936821,0.01793922670185566,0.01572258397936821,0.01572258397936821,0.018211225047707558,0.01572258397936821,0.016922084614634514,0.0176332276314497,0.01572258397936821,0.016810841858386993,0.01672455295920372,0.01572258397936821,0.0171162411570549,0.01572258397936821,0.01572258397936821,0.01572258397936821,0.016670266166329384,0.01572258397936821,0.01572258397936821,0.01637258380651474,0.01572258397936821,0.01572258397936821,0.016512027010321617,0.01606155000627041,0.01632048934698105,0.01572258397936821,0.016750529408454895,0.01713993214070797,0.017786044627428055,0.016474677249789238,0.016322962939739227,0.018503904342651367,0.016616545617580414,0.01572258397936821,0.01572258397936821,0.01572258397936821,0.01572258397936821,0.01796743832528591,0.01572258397936821,0.01572258397936821,0.015964295715093613,0.016047636047005653,0.01572258397936821,0.01572258397936821,0.017193833366036415,0.01720990613102913,0.016241153702139854,0.01572258397936821,0.016556747257709503,0.01572258397936821,0.01635388284921646,0.01572258397936821,0.01572258397936821,0.01819569803774357,0.016280118376016617,0.01572258397936821,0.01572258397936821,0.016576694324612617,0.01720133051276207,0.01936737634241581,0.01572258397936821
2022-04-30,0.014398762956261635,0.018160175532102585,0.014398762956261635,0.014398762956261635,0.02494996413588524,0.014538835734128952,0.016447994858026505,0.021537017077207565,0.014398762956261635,0.016088640317320824,0.01666354574263096,0.014398762956261635,0.01815062202513218,0.01478571817278862,0.014400670304894447,0.014398762956261635,0.01734016463160515,0.014398762956261635,0.014398762956261635,0.015421886928379536,0.014398762956261635,0.014398762956261635,0.01696864701807499,0.015534481965005398,0.014398762956261635,0.014398762956261635,0.014793682843446732,0.01992182619869709,0.022027190774679184,0.016638481989502907,0.01591324806213379,0.020916124805808067,0.0173032283782959,0.014398762956261635,0.014398762956261635,0.014398762956261635,0.014398762956261635,0.02055099792778492,0.015252575278282166,0.014398762956261635,0.016272345557808876,0.015977438539266586,0.014398762956261635,0.01557217724621296,0.017545392736792564,0.018969302996993065,0.017197122797369957,0.014398762956261635,0.018577398732304573,0.014398762956261635,0.01724729686975479,0.014398762956261635,0.014398762956261635,0.021679535508155823,0.015398005954921246,0.014398762956261635,0.014398762956261635,0.016437388956546783,0.018418913707137108,0.02643289603292942,0.014398762956261635
2022-05-31,0.014380679465830326,0.01814896985888481,0.014380679465830326,0.014380679465830326,0.025069016963243484,0.014556550420820713,0.016433678567409515,0.02153732068836689,0.014380679465830326,0.016117507591843605,0.01662329211831093,0.014380679465830326,0.01813836395740509,0.014725180342793465,0.014409438706934452,0.014380679465830326,0.017341094091534615,0.014380679465830326,0.014380679465830326,0.015419745817780495,0.014380679465830326,0.014380679465830326,0.01696634665131569,0.015534952282905579,0.014380679465830326,0.014380679465830326,0.014774187467992306,0.0200069397687912,0.022106347605586052,0.01663752645254135,0.015899959951639175,0.02097209542989731,0.017304612323641777,0.014380679465830326,0.014380679465830326,0.014380679465830326,0.014380679465830326,0.02057383395731449,0.015229734592139721,0.014380679465830326,0.016314128413796425,0.015952173620462418,0.014380679465830326,0.015549208968877792,0.017571747303009033,0.018965832889080048,0.017227163538336754,0.014380679465830326,0.018620753660798073,0.014380679465830326,0.01729927770793438,0.014380679465830326,0.014380679465830326,0.02173730544745922,0.015375034883618355,0.014380679465830326,0.014380679465830326,0.01640511490404606,0.01842053234577179,0.026517976075410843,0.014380679465830326
2022-06-30,0.014382144436240196,0.018144432455301285,0.014382144436240196,0.014382144436240196,0.025063518434762955,0.014556135050952435,0.01643385924398899,0.021533314138650894,0.014382144436240196,0.016118204221129417,0.016621608287096024,0.014382144436240196,0.01813638210296631,0.014728758484125137,0.014414218254387379,0.014382144436240196,0.017342841252684593,0.014382144436240196,0.014382144436240196,0.015419024974107742,0.014382144436240196,0.014382144436240196,0.016964947804808617,0.015534214675426483,0.014382144436240196,0.014382144436240196,0.014768976718187332,0.020006421953439713,0.022102707996964455,0.016637422144412994,0.01590213179588318,0.020971976220607758,0.017308790236711502,0.014382144436240196,0.014382144436240196,0.014382144436240196,0.014382144436240196,0.02057276852428913,0.015231288969516754,0.014382144436240196,0.016311338171362877,0.015952182933688164,0.014382144436240196,0.015552994795143604,0.017570149153470993,0.018964692950248718,0.01722903735935688,0.014382144436240196,0.018619505688548088,0.014382144436240196,0.017297521233558655,0.014382144436240196,0.014382144436240196,0.021731244400143623,0.015372305177152157,0.014382144436240196,0.014382144436240196,0.016405098140239716,0.01841804012656212,0.026508376002311707,0.014382144436240196
2022-07-31,0.014374402351677418,0.01816626824438572,0.014374402351677418,0.014374402351677418,0.025022730231285095,0.014575527049601078,0.016454173251986504,0.021573103964328766,0.014374402351677418,0.0161134023219347,0.016579963266849518,0.014374402351677418,0.018114030361175537,0.014708495698869228,0.014434115029871464,0.014374402351677418,0.017375649884343147,0.014374402351677418,0.014374402351677418,0.015381288714706898,0.014374402351677418,0.014374402351677418,0.01700242981314659,0.015553868375718594,0.014374402351677418,0.014374402351677418,0.01477752160280943,0.02003968320786953,0.02210216596722603,0.0166558139026165,0.015902074053883553,0.02100573480129242,0.017283206805586815,0.014374402351677418,0.014374402351677418,0.014374402351677418,0.014374402351677418,0.020563701167702675,0.015215191058814526,0.014374402351677418,0.016347937285900116,0.01592418923974037,0.014374402351677418,0.01552350539714098,0.017610415816307068,0.018942110240459442,0.017218220978975296,0.014374402351677418,0.018583212047815323,0.014374402351677418,0.017311805859208107,0.014374402351677418,0.014374402351677418,0.021769138053059578,0.015380637720227242,0.014374402351677418,0.014374402351677418,0.016407953575253487,0.018437696620821953,0.0265829935669899,0.014374402351677418
2022-08-31,0.014391988515853882,0.018172692507505417,0.014391988515853882,0.014391988515853882,0.024930255487561226,0.014603320509195328,0.016440212726593018,0.02153128571808338,0.014391988515853882,0.016096249222755432,0.016609789803624153,0.014391988515853882,0.01811227761209011,0.014750724658370018,0.014441614039242268,0.014391988515853882,0.017363697290420532,0.014391988515853882,0.014391988515853882,0.015401741489768028,0.014391988515853882,0.014391988515853882,0.01698252558708191,0.015568619593977928,0.014392577111721039,0.014391988515853882,0.014831938780844212,0.01999126933515072,0.022004971280694008,0.01667751930654049,0.015893975272774696,0.020969154313206673,0.01723591238260269,0.014391988515853882,0.014391988515853882,0.014391988515853882,0.014391988515853882,0.020535320043563843,0.015241460874676704,0.014391988515853882,0.016338368877768517,0.015931811183691025,0.014391988515853882,0.015516257844865322,0.017576780170202255,0.018936121836304665,0.017225010320544243,0.014391988515853882,0.01856132037937641,0.014391988515853882,0.017251892015337944,0.014391988515853882,0.014391988515853882,0.021705562248826027,0.015412754379212856,0.014391988515853882,0.014391988515853882,0.016420716419816017,0.01842741295695305,0.026509158313274384,0.014391988515853882
2022-09-30,0.014383398927748203,0.018174361437559128,0.014383398927748203,0.014383398927748203,0.02497699484229088,0.014603804796934128,0.016441935673356056,0.02153446152806282,0.014383398927748203,0.016112232580780983,0.016585875302553177,0.014383398927748203,0.01809792034327984,0.01470902655273676,0.01444701012223959,0.014383398927748203,0.017359357327222824,0.014383398927748203,0.014383398927748203,0.015400398522615433,0.014383398927748203,0.014383398927748203,0.016984177753329277,0.015572276897728443,0.014383398927748203,0.014383398927748203,0.014820851385593414,0.020021917298436165,0.0220494344830513,0.016671013087034225,0.01589587889611721,0.02099146880209446,0.017250044271349907,0.014383398927748203,0.014383398927748203,0.014383398927748203,0.014383398927748203,0.020552098751068115,0.01522290613502264,0.014383398927748203,0.016360623762011528,0.015925152227282524,0.014383398927748203,0.015517079271376133,0.017596574500203133,0.018929963931441307,0.017234234139323235,0.014383398927748203,0.01858299970626831,0.014383398927748203,0.017288338392972946,0.014383398927748203,0.014383398927748203,0.021737296134233475,0.015402965247631073,0.014383398927748203,0.014383398927748203,0.01640092022716999,0.018427208065986633,0.026536177843809128,0.014383398927748203
